607	621	111
408	1031	110
459	459	110
792	792	110
515	608	109
184	1252	109
275	275	108
15	1056	107
374	916	106
1245	515	106
1245	753	106
1289	481	105
798	981	105
1245	1292	102
1056	772	102
915	1056	102
1015	153	102
156	607	101
916	832	97
5	916	96
470	470	95
276	916	95
1056	156	95
613	916	94
855	1031	94
246	937	94
333	826	94
281	227	93
1313	937	93
916	1252	92
227	1245	92
608	1056	92
376	826	92
1146	621	91
1056	1253	90
494	494	90
621	227	90
144	1313	90
376	608	89
74	607	89
916	275	88
1299	1031	88
1257	852	88
1015	852	88
320	320	87
333	916	87
144	156	87
1245	1015	86
566	1031	86
459	1056	86
64	64	85
227	937	85
333	621	85
376	852	85
310	310	84
780	916	84
1245	1031	83
862	916	83
144	77	83
400	400	83
184	184	83
955	227	82
608	607	82
1296	515	81
1015	608	81
1146	1146	81
376	1056	81
275	1056	80
906	906	79
376	515	79
74	333	79
959	959	78
883	916	78
826	621	78
1292	227	77
682	1031	77
276	1056	77
376	144	77
826	376	77
1292	1245	75
477	477	75
247	247	75
832	621	74
518	227	74
621	1257	74
1245	376	73
1092	1092	73
144	826	73
254	1031	72
77	608	72
937	1313	72
608	515	72
333	227	72
74	608	72
832	753	71
621	77	71
553	1252	71
1245	1257	70
582	582	70
1030	1031	70
852	937	70
780	780	70
955	1056	70
1190	607	69
276	852	69
1260	1245	69
227	1015	69
1289	1299	68
381	916	68
227	376	68
515	74	68
666	666	68
77	144	67
904	1100	67
32	1004	67
662	662	67
852	826	67
1056	74	67
915	916	67
937	144	67
227	1190	67
227	515	67
144	1031	67
515	77	67
916	1313	66
459	621	66
1203	515	66
915	915	66
1313	1056	66
376	607	66
32	32	65
955	852	65
758	621	65
114	114	65
916	959	64
582	1299	64
862	1257	64
832	852	64
227	1031	64
621	1313	64
333	376	64
916	1253	63
77	227	63
852	753	63
1056	276	63
381	381	63
955	515	63
246	916	63
608	826	63
5	376	63
515	1313	63
156	144	63
74	246	63
160	621	62
1253	372	62
1015	227	62
1004	1004	61
1296	852	61
937	1015	61
1015	937	61
758	1056	61
758	753	61
1210	1252	61
310	1299	60
937	1031	60
650	621	60
144	852	60
981	156	60
1031	1289	59
1056	15	59
826	916	59
304	304	59
160	1056	58
1245	1223	58
32	470	58
1253	937	58
849	849	58
333	937	58
1031	937	57
1056	1203	57
153	916	57
916	246	56
1292	852	56
1056	275	56
1260	621	56
281	608	56
758	227	56
1278	1252	56
916	144	55
1292	1190	55
266	266	55
852	608	55
1296	227	55
246	608	55
937	776	54
227	753	54
608	1313	54
1252	916	54
916	160	53
916	374	53
919	1056	53
1031	310	53
883	1299	53
608	852	53
608	376	53
408	408	52
512	1031	52
1056	904	52
772	515	52
227	281	52
686	686	52
621	826	52
424	916	52
1292	1015	51
795	795	51
1056	832	51
1056	1223	51
772	621	51
937	160	51
227	1257	51
227	832	51
515	1031	51
515	156	51
1253	916	50
1056	1299	50
1056	780	50
937	376	50
333	1056	50
1172	1172	50
607	156	50
275	1190	50
753	608	50
916	1260	49
1292	608	49
582	481	49
1056	1289	49
621	65	49
916	826	48
372	1253	48
77	376	48
200	200	48
1260	515	48
1257	227	48
246	1253	48
556	246	48
333	246	48
156	608	48
426	426	48
1252	621	48
721	916	47
1292	753	47
1245	1252	47
1031	582	47
614	621	47
621	276	47
144	1015	47
607	144	47
5	515	47
156	376	47
566	916	46
1253	608	46
1056	160	46
1056	1176	46
381	515	46
780	515	46
1313	1253	46
1313	608	46
556	937	46
608	1031	46
1172	608	46
74	621	46
584	584	46
916	65	45
1289	1313	45
306	306	45
1056	459	45
1056	1252	45
937	515	45
955	916	45
1240	1056	45
1031	608	44
1277	1277	44
849	1056	44
403	1056	44
614	614	44
144	1176	44
1101	74	44
318	1101	44
870	1252	44
916	333	43
916	184	43
875	1299	43
77	753	43
854	854	43
1253	1313	43
1260	852	43
1015	1190	43
621	160	43
995	995	43
585	1252	43
1245	15	42
1031	376	42
883	227	42
1288	1260	42
937	1252	42
333	515	42
1176	376	42
5	77	42
5	607	42
515	937	42
826	852	42
1252	1313	42
916	459	41
582	1289	41
276	937	41
227	77	41
1015	1253	41
1182	916	41
246	1056	41
144	981	41
376	1176	41
515	246	41
981	515	41
916	5	40
624	1031	40
904	1031	40
470	32	40
1056	773	40
1257	608	40
376	246	40
607	1190	40
5	1056	40
156	74	40
74	376	40
753	1031	40
916	1296	39
1031	795	39
566	566	39
1293	1293	39
276	608	39
1056	333	39
518	916	39
608	144	39
333	607	39
333	74	39
376	77	39
376	937	39
5	621	39
515	826	39
74	1313	39
758	758	39
1223	1190	39
1252	608	39
1245	607	38
77	246	38
63	63	38
1299	1056	38
1056	955	38
281	621	38
1015	515	38
246	376	38
144	1253	38
798	246	38
1252	937	38
408	916	37
64	1299	37
692	692	37
1277	906	37
276	1015	37
1056	381	37
454	650	37
621	1190	37
621	556	37
376	1031	37
74	1056	37
753	227	37
916	758	36
1292	1257	36
1245	1260	36
1031	64	36
1031	753	36
1289	1100	36
875	916	36
692	306	36
852	1190	36
1056	5	36
862	832	36
1015	376	36
650	376	36
246	1031	36
826	608	36
156	916	36
244	666	36
211	211	36
1190	621	35
1292	1031	35
1031	1253	35
372	621	35
1203	621	35
937	1253	35
454	621	35
246	144	35
144	753	35
607	753	35
1292	376	34
1031	1100	34
624	624	34
985	1299	34
1100	376	34
333	1031	34
607	74	34
156	1056	34
798	798	34
184	1056	34
114	916	34
753	515	34
916	772	33
1292	919	33
1245	919	33
64	310	33
852	1031	33
852	1257	33
276	227	33
776	776	33
281	376	33
403	916	33
1261	1261	33
1015	753	33
246	515	33
144	1289	33
376	753	33
753	376	33
160	937	32
1031	852	32
1031	246	32
855	855	32
77	852	32
77	607	32
692	1076	32
1056	919	32
1056	1229	32
832	608	32
1015	144	32
607	5	32
826	607	32
559	559	32
919	1190	31
1031	1313	31
481	1100	31
906	1277	31
1253	1015	31
1296	281	31
518	1056	31
246	74	31
621	372	31
156	621	31
553	916	31
1190	1292	30
919	1292	30
1245	77	30
1076	1100	30
852	77	30
852	1015	30
1056	403	30
1296	376	30
937	276	30
937	333	30
832	937	30
227	1292	30
608	246	30
376	1313	30
607	227	30
515	1176	30
74	144	30
141	141	30
374	374	29
1245	65	29
795	1299	29
682	682	29
77	1190	29
1299	916	29
1299	621	29
1257	1031	29
1257	376	29
1257	515	29
518	276	29
621	1229	29
556	144	29
607	937	29
515	1253	29
1240	1240	29
553	553	29
153	1056	29
753	937	29
916	1176	28
1190	376	28
959	1056	28
1031	408	28
131	1299	28
904	621	28
906	1076	28
615	615	28
852	281	28
1056	959	28
1056	915	28
937	406	28
1257	937	28
862	753	28
227	518	28
1313	916	28
246	1313	28
144	5	28
156	333	28
1190	608	27
1190	753	27
408	1299	27
883	1056	27
1100	621	27
1253	1056	27
1056	65	27
1203	144	27
772	852	27
937	1229	27
621	1245	27
607	1031	27
607	1176	27
5	608	27
826	515	27
981	826	27
74	854	27
400	515	27
1156	1156	27
1252	184	27
1305	1252	27
916	156	26
916	1240	26
1245	832	26
1031	875	26
1289	582	26
470	1004	26
852	1253	26
852	607	26
1056	1240	26
1015	1252	26
494	650	26
608	1260	26
758	77	26
758	74	26
426	916	26
1252	153	26
374	1056	25
254	254	25
682	1299	25
200	515	25
852	1313	25
1299	753	25
1056	481	25
915	515	25
1260	144	25
1260	376	25
832	1015	25
227	955	25
454	916	25
1313	621	25
608	1252	25
826	144	25
981	74	25
758	515	25
1223	1292	25
98	98	25
277	1252	25
916	372	24
1190	77	24
1190	1015	24
613	613	24
1245	1313	24
1031	607	24
1031	515	24
883	937	24
985	64	24
131	1031	24
1100	852	24
1056	650	24
1056	184	24
849	454	24
1296	621	24
281	1190	24
1257	1245	24
403	227	24
227	607	24
621	1146	24
621	156	24
376	227	24
607	246	24
5	1190	24
981	246	24
981	608	24
798	621	24
74	916	24
871	916	24
525	525	24
916	909	23
919	1223	23
597	1031	23
1288	1288	23
968	968	23
32	906	23
852	276	23
852	515	23
1056	406	23
1203	852	23
772	77	23
1023	1023	23
1257	77	23
955	1296	23
403	403	23
689	689	23
827	827	23
518	937	23
454	1253	23
1146	773	23
621	1292	23
621	333	23
621	74	23
144	74	23
981	333	23
74	937	23
758	852	23
426	141	23
753	607	23
916	1229	22
1190	1245	22
959	1245	22
1292	1223	22
1245	160	22
1245	937	22
310	916	22
254	1299	22
320	1299	22
695	1031	22
695	1299	22
852	832	22
1056	975	22
1260	227	22
1260	607	22
780	852	22
1296	608	22
281	937	22
955	607	22
227	1296	22
227	333	22
1015	607	22
650	916	22
773	937	22
1313	144	22
246	77	22
246	227	22
1176	916	22
826	74	22
156	246	22
183	156	22
1223	1245	22
1223	621	22
1252	1253	22
753	77	22
160	376	21
1190	852	21
1245	184	21
1031	883	21
1031	77	21
1031	333	21
582	1100	21
25	1031	21
77	937	21
881	477	21
673	673	21
1299	852	21
1056	1100	21
1296	1015	21
281	1296	21
862	621	21
832	376	21
832	515	21
955	77	21
1015	1245	21
650	494	21
246	852	21
246	333	21
621	909	21
621	832	21
608	1253	21
608	518	21
1176	607	21
515	5	21
981	144	21
981	798	21
1223	227	21
153	1253	21
753	852	21
160	852	20
916	1299	20
1245	275	20
883	852	20
566	1299	20
597	1299	20
904	1076	20
904	1056	20
32	429	20
1253	1031	20
65	1253	20
852	1245	20
1056	374	20
1056	518	20
772	608	20
780	621	20
937	607	20
776	227	20
617	617	20
227	826	20
1313	556	20
246	607	20
621	406	20
621	281	20
621	1176	20
608	156	20
333	852	20
144	227	20
376	1253	20
607	1252	20
826	246	20
826	333	20
275	227	20
160	608	19
160	607	19
916	613	19
959	1190	19
919	1245	19
919	281	19
1245	1296	19
883	621	19
64	916	19
1289	1056	19
1289	937	19
1289	515	19
968	904	19
189	189	19
1076	904	19
914	914	19
1105	1105	19
65	621	19
381	621	19
1160	1160	19
937	753	19
1257	1190	19
1257	1015	19
1257	607	19
1261	1056	19
518	852	19
650	1253	19
773	1313	19
556	916	19
608	318	19
1176	515	19
607	1313	19
74	266	19
74	1101	19
504	1252	19
753	246	19
916	406	18
916	849	18
916	650	18
1190	227	18
15	1190	18
1292	281	18
1245	333	18
1031	1245	18
1031	855	18
1031	1257	18
883	408	18
883	608	18
512	512	18
77	1245	18
1100	904	18
904	937	18
429	429	18
306	1076	18
1299	310	18
1056	981	18
459	852	18
772	144	18
1092	77	18
780	144	18
776	621	18
617	827	18
518	621	18
650	608	18
773	1253	18
1146	916	18
1146	937	18
1146	650	18
1303	1303	18
1313	1031	18
608	77	18
333	156	18
144	65	18
144	1299	18
607	1257	18
607	333	18
607	826	18
515	852	18
74	852	18
792	621	18
1223	852	18
134	74	18
4	1252	18
753	1015	18
753	144	18
160	77	17
916	276	17
569	916	17
1245	959	17
1031	1292	17
64	621	17
1030	1299	17
1120	1299	17
77	1257	17
909	937	17
1004	470	17
1299	515	17
276	1031	17
381	144	17
772	1253	17
281	77	17
281	1015	17
1257	1292	17
403	852	17
227	246	17
518	1015	17
1015	65	17
686	246	17
494	621	17
621	459	17
621	650	17
798	333	17
74	1031	17
1240	1190	17
1240	227	17
141	916	17
1101	608	17
318	74	17
1156	621	17
1305	1305	17
916	403	16
1190	15	16
1190	919	16
1190	1223	16
721	721	16
919	621	16
919	275	16
1292	275	16
1245	1253	16
1031	320	16
1031	832	16
1031	227	16
1031	826	16
408	481	16
1289	608	16
372	1015	16
77	515	16
1253	1229	16
1253	376	16
65	937	16
1299	1257	16
1056	266	16
1056	792	16
915	144	16
381	608	16
281	1031	16
1257	1299	16
1257	862	16
955	937	16
827	916	16
227	160	16
227	276	16
227	1176	16
1015	372	16
454	1313	16
1279	1313	16
247	621	16
246	753	16
621	904	16
621	518	16
621	773	16
608	1015	16
1172	1260	16
376	156	16
1176	608	16
607	852	16
5	1176	16
515	333	16
826	1056	16
1093	156	16
1240	1245	16
275	608	16
1223	1015	16
1223	608	16
1101	333	16
1101	559	16
1101	653	16
1252	114	16
184	1245	16
753	1257	16
919	1015	15
1292	15	15
1292	77	15
1292	607	15
1245	144	15
1031	1076	15
408	1056	15
883	310	15
64	608	15
945	1299	15
1100	1031	15
904	372	15
32	1076	15
1277	1076	15
662	1100	15
1253	65	15
1253	74	15
852	1260	15
1299	608	15
276	1190	15
1056	372	15
1203	607	15
1296	144	15
937	556	15
776	916	15
281	1313	15
281	144	15
862	1056	15
955	621	15
403	955	15
1261	227	15
227	1313	15
1015	281	15
614	916	15
614	650	15
1313	65	15
246	826	15
621	1299	15
621	247	15
556	1056	15
333	518	15
333	1313	15
376	1015	15
376	74	15
1176	1056	15
607	160	15
156	77	15
488	981	15
74	1105	15
74	981	15
758	937	15
275	1292	15
275	1245	15
275	621	15
1223	15	15
318	518	15
153	608	15
753	1190	15
753	1313	15
916	553	14
916	114	14
916	153	14
721	1190	14
919	753	14
1292	515	14
1245	758	14
1031	1190	14
1031	566	14
1031	276	14
1031	1015	14
254	310	14
359	1031	14
597	597	14
77	955	14
77	5	14
909	1260	14
1100	77	14
904	1253	14
904	246	14
1004	429	14
266	916	14
1253	515	14
852	246	14
1056	1076	14
1056	758	14
1056	153	14
772	1313	14
1296	1190	14
1296	77	14
281	607	14
1257	276	14
1257	144	14
227	909	14
227	144	14
518	608	14
1015	1031	14
1015	276	14
1015	826	14
773	621	14
751	751	14
454	1056	14
1146	1253	14
1313	74	14
247	916	14
382	382	14
144	372	14
144	1076	14
1176	621	14
607	1245	14
515	1299	14
515	1296	14
515	281	14
156	852	14
981	621	14
798	826	14
758	1245	14
758	608	14
758	1223	14
424	1056	14
424	515	14
864	916	14
275	1223	14
1223	919	14
274	274	14
943	943	14
1006	1006	14
118	1252	14
114	1056	14
753	281	14
753	832	14
916	454	13
916	74	13
15	621	13
919	1031	13
1031	481	13
1031	904	13
1031	144	13
310	566	13
408	310	13
1289	246	13
582	1313	13
1211	1299	13
1034	1031	13
77	15	13
77	1031	13
77	1313	13
1032	477	13
470	906	13
906	32	13
1253	246	13
687	687	13
1299	144	13
1056	1293	13
1203	227	13
1203	376	13
849	1190	13
381	852	13
772	1292	13
772	937	13
772	227	13
1018	1253	13
937	65	13
1257	1253	13
832	1253	13
832	1313	13
1074	227	13
689	227	13
227	15	13
1015	1292	13
1015	459	13
650	1313	13
686	515	13
614	515	13
1313	607	13
621	1289	13
556	1313	13
556	607	13
608	1245	13
608	1176	13
333	144	13
333	318	13
144	1190	13
607	281	13
607	995	13
5	1245	13
515	904	13
515	1015	13
515	753	13
156	981	13
183	515	13
74	792	13
792	74	13
255	916	13
1101	826	13
525	400	13
1252	1056	13
114	153	13
4	4	13
916	780	12
916	955	12
916	1261	12
1190	275	12
15	608	12
919	15	12
1292	832	12
1245	406	12
1031	512	12
310	1056	12
883	566	12
359	1299	12
1120	1031	12
945	1031	12
372	1313	12
372	608	12
1100	826	12
477	63	12
50	63	12
200	1100	12
200	1056	12
1076	621	12
914	906	12
266	1056	12
730	730	12
1299	875	12
276	333	12
1056	909	12
1056	304	12
459	1190	12
1203	1031	12
1203	1015	12
772	1190	12
772	1023	12
772	376	12
1023	772	12
780	1031	12
1296	1031	12
1296	607	12
1296	753	12
937	74	12
1257	758	12
832	1292	12
832	1031	12
832	77	12
955	518	12
955	608	12
955	376	12
1074	955	12
689	1056	12
227	1223	12
1015	160	12
686	1313	12
1229	1303	12
247	376	12
1281	1281	12
58	58	12
621	776	12
621	454	12
556	1253	12
333	1253	12
333	1299	12
144	1051	12
376	333	12
607	374	12
515	227	12
826	937	12
826	156	12
981	607	12
798	1031	12
183	981	12
141	426	12
275	15	12
1223	275	12
584	621	12
1101	1006	12
318	333	12
653	653	12
400	1056	12
1252	65	12
211	937	12
114	621	12
153	937	12
916	1146	11
916	304	11
15	1245	11
15	1031	11
15	227	11
1292	937	11
1245	281	11
1245	403	11
624	916	11
408	566	11
883	795	11
254	916	11
1289	1253	11
582	1056	11
1211	1031	11
875	1190	11
601	1299	11
77	160	11
77	1292	11
406	937	11
904	916	11
904	144	11
189	904	11
32	1277	11
1004	32	11
405	306	11
370	692	11
906	914	11
212	266	11
673	615	11
852	518	11
852	650	11
459	1015	11
1203	937	11
1203	608	11
915	621	11
381	376	11
1018	621	11
1260	1031	11
780	376	11
937	518	11
937	156	11
281	246	11
1257	1313	11
1261	224	11
227	184	11
1015	1296	11
614	1253	11
454	937	11
1146	246	11
1182	621	11
1303	1229	11
961	961	11
1313	1252	11
247	1056	11
1281	1056	11
246	156	11
621	919	11
621	849	11
608	832	11
1172	333	11
144	615	11
144	1260	11
376	5	11
607	1292	11
5	852	11
5	915	11
515	832	11
515	955	11
826	1031	11
156	1313	11
981	916	11
981	1031	11
798	515	11
183	826	11
74	77	11
74	281	11
792	333	11
1223	77	11
134	134	11
244	244	11
995	916	11
584	916	11
584	937	11
1101	515	11
1101	645	11
318	608	11
400	916	11
400	607	11
1252	376	11
753	1245	11
160	144	10
916	1100	10
916	247	10
916	141	10
1190	1257	10
569	1190	10
919	607	10
1292	772	10
1292	1260	10
1031	254	10
1031	406	10
1031	1229	10
310	1100	10
310	753	10
408	1100	10
883	481	10
254	566	10
630	1031	10
25	1299	10
512	1299	10
875	1292	10
875	1289	10
372	916	10
372	937	10
77	281	10
77	826	10
711	904	10
692	600	10
306	692	10
517	1076	10
600	692	10
673	1293	10
852	1229	10
276	515	10
1056	454	10
1203	904	10
849	1253	10
915	1245	10
772	1031	10
1023	916	10
1260	608	10
780	608	10
780	753	10
937	281	10
281	333	10
281	826	10
281	156	10
1257	281	10
862	862	10
832	1190	10
832	909	10
832	758	10
955	281	10
955	1015	10
227	1253	10
227	156	10
227	275	10
227	1252	10
1015	77	10
1015	849	10
1015	1257	10
1015	1313	10
773	608	10
31	31	10
454	494	10
1146	77	10
1146	494	10
1313	372	10
247	852	10
247	607	10
478	478	10
246	160	10
246	65	10
621	584	10
608	276	10
608	1101	10
333	1245	10
333	77	10
1172	937	10
144	318	10
376	1190	10
376	1257	10
607	1299	10
515	1292	10
515	1289	10
826	832	10
826	753	10
156	937	10
981	276	10
488	156	10
792	916	10
792	937	10
792	826	10
792	156	10
1240	919	10
1240	621	10
758	955	10
424	74	10
426	864	10
426	275	10
255	255	10
995	621	10
318	653	10
318	810	10
400	74	10
1252	74	10
1252	211	10
1305	916	10
753	1253	10
753	1299	10
916	904	9
916	266	9
916	518	9
1190	1031	9
1190	832	9
15	1292	9
613	1056	9
919	608	9
919	376	9
919	515	9
1292	959	9
1245	909	9
1245	772	9
1031	160	9
1031	597	9
1031	74	9
624	318	9
310	481	9
310	621	9
408	753	9
883	515	9
566	621	9
1211	1289	9
1034	1299	9
682	1289	9
855	1289	9
975	1031	9
77	650	9
909	1288	9
909	1313	9
909	621	9
1100	916	9
1100	1299	9
481	1299	9
63	406	9
237	63	9
1011	63	9
904	515	9
711	189	9
1001	200	9
470	904	9
470	1076	9
470	429	9
517	600	9
600	600	9
309	906	9
65	1015	9
852	372	9
852	1100	9
852	144	9
852	156	9
1299	1015	9
1299	376	9
276	281	9
1056	408	9
1056	849	9
1056	400	9
1203	1190	9
915	608	9
915	607	9
381	156	9
780	227	9
1296	937	9
1296	955	9
281	1292	9
1257	333	9
862	852	9
862	1015	9
832	1245	9
832	826	9
1074	1074	9
403	515	9
1261	1092	9
1261	937	9
227	65	9
227	1299	9
518	281	9
1015	919	9
1015	832	9
1015	275	9
650	852	9
650	937	9
650	773	9
773	916	9
1146	1056	9
1146	515	9
1313	1289	9
1313	515	9
1313	304	9
246	372	9
621	758	9
608	372	9
608	74	9
608	753	9
333	160	9
333	1252	9
333	753	9
144	904	9
144	1257	9
144	333	9
1051	1051	9
376	160	9
376	276	9
376	1296	9
376	650	9
607	650	9
515	1257	9
826	77	9
826	981	9
798	74	9
771	276	9
771	981	9
183	276	9
183	144	9
74	1253	9
758	1190	9
758	1292	9
758	1015	9
864	864	9
275	852	9
1223	753	9
1101	943	9
1101	825	9
318	1006	9
810	810	9
645	645	9
825	825	9
400	247	9
525	621	9
1252	1015	9
553	333	9
184	621	9
277	277	9
753	333	9
160	227	8
160	753	8
916	721	8
916	556	8
1190	937	8
1190	281	8
15	753	8
959	607	8
613	1031	8
721	1056	8
919	852	8
919	1313	8
1292	1299	8
1292	1296	8
1292	758	8
1292	1252	8
1245	372	8
1245	1176	8
1245	1240	8
1031	65	8
1031	318	8
310	883	8
310	64	8
408	883	8
408	608	8
883	875	8
566	1056	8
566	753	8
64	1313	8
1289	1030	8
1211	582	8
359	359	8
512	937	8
320	333	8
1030	916	8
1030	1030	8
875	1056	8
1120	1120	8
601	1031	8
601	695	8
77	919	8
77	74	8
77	1252	8
1100	607	8
835	835	8
904	406	8
200	608	8
470	1277	8
405	1076	8
1020	692	8
615	1056	8
852	1299	8
852	247	8
852	184	8
1299	1100	8
1299	276	8
1299	246	8
1299	156	8
276	1257	8
276	518	8
276	753	8
1056	1023	8
1056	614	8
1056	247	8
1056	382	8
1056	426	8
459	515	8
1203	753	8
849	227	8
849	650	8
849	304	8
381	1299	8
381	227	8
381	607	8
381	753	8
772	1245	8
772	607	8
1023	1056	8
1023	515	8
1160	916	8
1092	937	8
1260	1190	8
1260	77	8
780	1292	8
780	1260	8
1296	1245	8
1296	1313	8
937	832	8
281	919	8
281	372	8
1257	65	8
832	1299	8
832	333	8
955	1313	8
125	125	8
409	1056	8
409	409	8
617	1056	8
69	607	8
227	372	8
227	772	8
